PUBLICATION DATE,FISCAL YEAR,MONTH,INFLOWS/OUTFLOWS,DESCRIPTION,AMOUNT
20210506,2021,June,Inflows - Current,Unrestricted (Net Of Disall.),0
20210506,2021,June,Inflows - Current,Miscellaneous Revenues,559
20210506,2021,June,Inflows - Current,Inter-Fund Revenues,48
20210506,2021,June,Inflows - Prior,Taxes,0
20210506,2021,June,Inflows - Prior,Federal Categorical Grants,119
20210506,2021,June,Inflows - Prior,State Categorical Grants,60
20210506,2021,June,Inflows - Prior,Other Categorical Grants,2
20210506,2021,June,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210506,2021,June,Inflows - Prior,Misc. Revenue/IFA,0
20210506,2021,June,Inflows - Capital,Capital Transfers,1144
20210506,2021,June,Inflows - Capital,Federal And State,594
20210506,2021,June,Inflows - Other,Senior Colleges,884
20210506,2021,June,Inflows - Other,Holding Acct. & Other Adj.,0
20210506,2021,June,Inflows - Other,Other Sources,0
20210506,2021,June,Outflows - Current,Personal Service,4318
20210506,2021,June,Outflows - Current,Other Than Personal Service,3490
20210506,2021,June,Outflows - Current,Debt Service,3299
20210506,2021,June,Outflows - Prior,Personal Service,37
20210506,2021,June,Outflows - Prior,Other Than Personal Service,309
20210506,2021,June,Outflows - Prior,Taxes,0
20210506,2021,June,Outflows - Prior,Disallowance Reserve,0
20210506,2021,June,Outflows - Capital,City Disbursements,1306
20210506,2021,June,Outflows - Capital,Federal and State,339
20210506,2021,June,Outflows - Other,Senior Colleges,244
20210506,2021,June,Outflows - Other,Other Uses,935
20210506,2021,June,Balance,Beginning Balance,8740
20210506,2021,June,Balance,Ending Balance,8993
20210506,2021,Adjustments,Inflows - Current,General Property Tax,-322
20210506,2021,Adjustments,Inflows - Current,Other Taxes,830
20210506,2021,Adjustments,Inflows - Current,Federal Categorical Grants,4053
20210506,2021,Adjustments,Inflows - Current,State Categorical Grants,3429
20210506,2021,Adjustments,Inflows - Current,Other Categorical Grants,449
20210506,2021,Adjustments,Inflows - Current,Unrestricted (Net Of Disall.),-15
20210506,2021,Adjustments,Inflows - Current,Miscellaneous Revenues,-7
20210506,2021,Adjustments,Inflows - Current,Inter-Fund Revenues,164
20210506,2021,Adjustments,Inflows - Prior,Taxes,0
20210506,2021,Adjustments,Inflows - Prior,Federal Categorical Grants,3613
20210506,2021,Adjustments,Inflows - Prior,State Categorical Grants,2768
20210506,2021,Adjustments,Inflows - Prior,Other Categorical Grants,311
20210506,2021,Adjustments,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210506,2021,Adjustments,Inflows - Prior,Misc. Revenue/IFA,-108
20210506,2021,Adjustments,Inflows - Capital,Capital Transfers,480
20210506,2021,Adjustments,Inflows - Capital,Federal And State,-158
20210506,2021,Adjustments,Inflows - Other,Senior Colleges,359
20210506,2021,Adjustments,Inflows - Other,Holding Acct. & Other Adj.,-9
20210506,2021,Adjustments,Inflows - Other,Other Sources,0
20210506,2021,Adjustments,Outflows - Current,Personal Service,3366
20210506,2021,Adjustments,Outflows - Current,Other Than Personal Service,7511
20210506,2021,Adjustments,Outflows - Current,Debt Service,60
20210506,2021,Adjustments,Outflows - Prior,Personal Service,2034
20210506,2021,Adjustments,Outflows - Prior,Other Than Personal Service,5160
20210506,2021,Adjustments,Outflows - Prior,Taxes,0
20210506,2021,Adjustments,Outflows - Prior,Disallowance Reserve,324
20210506,2021,Adjustments,Outflows - Capital,City Disbursements,0
20210506,2021,Adjustments,Outflows - Capital,Federal and State,0
20210506,2021,Adjustments,Outflows - Other,Senior Colleges,338
20210506,2021,Adjustments,Outflows - Other,Other Uses,0
20210506,2021,Adjustments,Balance,Beginning Balance,0
20210506,2021,Adjustments,Balance,Ending Balance,0
20210607,2021,July,Inflows - Current,General Property Tax,8330
20210607,2021,July,Inflows - Current,Other Taxes,796
20210607,2021,July,Inflows - Current,Federal Categorical Grants,109
20210607,2021,July,Inflows - Current,State Categorical Grants,357
20210607,2021,July,Inflows - Current,Other Categorical Grants,20
20210607,2021,July,Inflows - Current,Unrestricted (Net Of Disall.),0
20210607,2021,July,Inflows - Current,Miscellaneous Revenues,692
20210607,2021,July,Inflows - Current,Inter-Fund Revenues,0
20210607,2021,July,Inflows - Prior,Taxes,2889
20210607,2021,July,Inflows - Prior,Federal Categorical Grants,202
20210607,2021,July,Inflows - Prior,State Categorical Grants,1022
20210607,2021,July,Inflows - Prior,Other Categorical Grants,2
20210607,2021,July,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210607,2021,July,Inflows - Prior,Misc. Revenue/IFA,6
20210607,2021,July,Inflows - Capital,Capital Transfers,379
20210607,2021,July,Inflows - Capital,Federal And State,23
20210607,2021,July,Inflows - Other,Senior Colleges,0
20210607,2021,July,Inflows - Other,Holding Acct. & Other Adj.,14
20210607,2021,July,Inflows - Other,Other Sources,0
20210607,2021,July,Outflows - Current,Personal Service,2170
20210607,2021,July,Outflows - Current,Other Than Personal Service,2648
20210607,2021,July,Outflows - Current,Debt Service,1249
20210607,2021,July,Outflows - Prior,Personal Service,1959
20210607,2021,July,Outflows - Prior,Other Than Personal Service,1721
20210607,2021,July,Outflows - Prior,Taxes,247
20210607,2021,July,Outflows - Prior,Disallowance Reserve,0
20210607,2021,July,Outflows - Capital,City Disbursements,503
20210607,2021,July,Outflows - Capital,Federal and State,51
20210607,2021,July,Outflows - Other,Senior Colleges,240
20210607,2021,July,Outflows - Other,Other Uses,29
20210607,2021,July,Balance,Beginning Balance,6627
20210607,2021,July,Balance,Ending Balance,10651
20210607,2021,August,Inflows - Current,General Property Tax,198
20210607,2021,August,Inflows - Current,Other Taxes,1344
20210607,2021,August,Inflows - Current,Federal Categorical Grants,367
20210607,2021,August,Inflows - Current,State Categorical Grants,46
20210607,2021,August,Inflows - Current,Other Categorical Grants,318
20210607,2021,August,Inflows - Current,Unrestricted (Net Of Disall.),0
20210607,2021,August,Inflows - Current,Miscellaneous Revenues,486
20210607,2021,August,Inflows - Current,Inter-Fund Revenues,0
20210607,2021,August,Inflows - Prior,Taxes,360
20210607,2021,August,Inflows - Prior,Federal Categorical Grants,78
20210607,2021,August,Inflows - Prior,State Categorical Grants,425
20210607,2021,August,Inflows - Prior,Other Categorical Grants,60
20210607,2021,August,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210607,2021,August,Inflows - Prior,Misc. Revenue/IFA,0
20210607,2021,August,Inflows - Capital,Capital Transfers,270
20210607,2021,August,Inflows - Capital,Federal And State,36
20210607,2021,August,Inflows - Other,Senior Colleges,0
20210607,2021,August,Inflows - Other,Holding Acct. & Other Adj.,2
20210607,2021,August,Inflows - Other,Other Sources,352
20210607,2021,August,Outflows - Current,Personal Service,2781
20210607,2021,August,Outflows - Current,Other Than Personal Service,2654
20210607,2021,August,Outflows - Current,Debt Service,-6
20210607,2021,August,Outflows - Prior,Personal Service,1157
20210607,2021,August,Outflows - Prior,Other Than Personal Service,905
20210607,2021,August,Outflows - Prior,Taxes,293
20210607,2021,August,Outflows - Prior,Disallowance Reserve,0
20210607,2021,August,Outflows - Capital,City Disbursements,556
20210607,2021,August,Outflows - Capital,Federal and State,94
20210607,2021,August,Outflows - Other,Senior Colleges,180
20210607,2021,August,Outflows - Other,Other Uses,0
20210607,2021,August,Balance,Beginning Balance,10651
20210607,2021,August,Balance,Ending Balance,6379
20210607,2021,September,Inflows - Current,General Property Tax,1422
20210607,2021,September,Inflows - Current,Other Taxes,3419
20210607,2021,September,Inflows - Current,Federal Categorical Grants,234
20210607,2021,September,Inflows - Current,State Categorical Grants,1379
20210607,2021,September,Inflows - Current,Other Categorical Grants,-176
20210607,2021,September,Inflows - Current,Unrestricted (Net Of Disall.),0
20210607,2021,September,Inflows - Current,Miscellaneous Revenues,479
20210607,2021,September,Inflows - Current,Inter-Fund Revenues,35
20210607,2021,September,Inflows - Prior,Taxes,0
20210607,2021,September,Inflows - Prior,Federal Categorical Grants,579
20210607,2021,September,Inflows - Prior,State Categorical Grants,277
20210607,2021,September,Inflows - Prior,Other Categorical Grants,197
20210607,2021,September,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210607,2021,September,Inflows - Prior,Misc. Revenue/IFA,102
20210607,2021,September,Inflows - Capital,Capital Transfers,186
20210607,2021,September,Inflows - Capital,Federal And State,40
20210607,2021,September,Inflows - Other,Senior Colleges,0
20210607,2021,September,Inflows - Other,Holding Acct. & Other Adj.,-10
20210607,2021,September,Inflows - Other,Other Sources,0
20210607,2021,September,Outflows - Current,Personal Service,3692
20210607,2021,September,Outflows - Current,Other Than Personal Service,2533
20210607,2021,September,Outflows - Current,Debt Service,-11
20210607,2021,September,Outflows - Prior,Personal Service,67
20210607,2021,September,Outflows - Prior,Other Than Personal Service,52
20210607,2021,September,Outflows - Prior,Taxes,0
20210607,2021,September,Outflows - Prior,Disallowance Reserve,0
20210607,2021,September,Outflows - Capital,City Disbursements,687
20210607,2021,September,Outflows - Capital,Federal and State,47
20210607,2021,September,Outflows - Other,Senior Colleges,180
20210607,2021,September,Outflows - Other,Other Uses,13
20210607,2021,September,Balance,Beginning Balance,6379
20210607,2021,September,Balance,Ending Balance,7282
20210607,2021,October,Inflows - Current,General Property Tax,837
20210607,2021,October,Inflows - Current,Other Taxes,1822
20210607,2021,October,Inflows - Current,Federal Categorical Grants,164
20210607,2021,October,Inflows - Current,State Categorical Grants,224
20210607,2021,October,Inflows - Current,Other Categorical Grants,7
20210607,2021,October,Inflows - Current,Unrestricted (Net Of Disall.),0
20210607,2021,October,Inflows - Current,Miscellaneous Revenues,668
20210607,2021,October,Inflows - Current,Inter-Fund Revenues,27
20210607,2021,October,Inflows - Prior,Taxes,0
20210607,2021,October,Inflows - Prior,Federal Categorical Grants,513
20210607,2021,October,Inflows - Prior,State Categorical Grants,375
20210607,2021,October,Inflows - Prior,Other Categorical Grants,2
20210607,2021,October,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210607,2021,October,Inflows - Prior,Misc. Revenue/IFA,0
20210607,2021,October,Inflows - Capital,Capital Transfers,1589
20210607,2021,October,Inflows - Capital,Federal And State,54
20210607,2021,October,Inflows - Other,Senior Colleges,241
20210607,2021,October,Inflows - Other,Holding Acct. & Other Adj.,-2
20210607,2021,October,Inflows - Other,Other Sources,393
20210607,2021,October,Outflows - Current,Personal Service,4559
20210607,2021,October,Outflows - Current,Other Than Personal Service,3007
20210607,2021,October,Outflows - Current,Debt Service,307
20210607,2021,October,Outflows - Prior,Personal Service,13
20210607,2021,October,Outflows - Prior,Other Than Personal Service,4
20210607,2021,October,Outflows - Prior,Taxes,0
20210607,2021,October,Outflows - Prior,Disallowance Reserve,0
20210607,2021,October,Outflows - Capital,City Disbursements,505
20210607,2021,October,Outflows - Capital,Federal and State,69
20210607,2021,October,Outflows - Other,Senior Colleges,181
20210607,2021,October,Outflows - Other,Other Uses,0
20210607,2021,October,Balance,Beginning Balance,7282
20210607,2021,October,Balance,Ending Balance,5551
20210607,2021,November,Inflows - Current,General Property Tax,173
20210607,2021,November,Inflows - Current,Other Taxes,1580
20210607,2021,November,Inflows - Current,Federal Categorical Grants,169
20210607,2021,November,Inflows - Current,State Categorical Grants,521
20210607,2021,November,Inflows - Current,Other Categorical Grants,57
20210607,2021,November,Inflows - Current,Unrestricted (Net Of Disall.),0
20210607,2021,November,Inflows - Current,Miscellaneous Revenues,455
20210607,2021,November,Inflows - Current,Inter-Fund Revenues,15
20210607,2021,November,Inflows - Prior,Taxes,0
20210607,2021,November,Inflows - Prior,Federal Categorical Grants,163
20210607,2021,November,Inflows - Prior,State Categorical Grants,22
20210607,2021,November,Inflows - Prior,Other Categorical Grants,53
20210607,2021,November,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210607,2021,November,Inflows - Prior,Misc. Revenue/IFA,0
20210607,2021,November,Inflows - Capital,Capital Transfers,647
20210607,2021,November,Inflows - Capital,Federal And State,199
20210607,2021,November,Inflows - Other,Senior Colleges,137
20210607,2021,November,Inflows - Other,Holding Acct. & Other Adj.,1
20210607,2021,November,Inflows - Other,Other Sources,396
20210607,2021,November,Outflows - Current,Personal Service,4106
20210607,2021,November,Outflows - Current,Other Than Personal Service,2763
20210607,2021,November,Outflows - Current,Debt Service,14
20210607,2021,November,Outflows - Prior,Personal Service,110
20210607,2021,November,Outflows - Prior,Other Than Personal Service,104
20210607,2021,November,Outflows - Prior,Taxes,0
20210607,2021,November,Outflows - Prior,Disallowance Reserve,-25
20210607,2021,November,Outflows - Capital,City Disbursements,535
20210607,2021,November,Outflows - Capital,Federal and State,51
20210607,2021,November,Outflows - Other,Senior Colleges,240
20210607,2021,November,Outflows - Other,Other Uses,0
20210607,2021,November,Balance,Beginning Balance,5551
20210607,2021,November,Balance,Ending Balance,2241
20210607,2021,December,Inflows - Current,General Property Tax,7335
20210607,2021,December,Inflows - Current,Other Taxes,3442
20210607,2021,December,Inflows - Current,Federal Categorical Grants,243
20210607,2021,December,Inflows - Current,State Categorical Grants,925
20210607,2021,December,Inflows - Current,Other Categorical Grants,36
20210607,2021,December,Inflows - Current,Unrestricted (Net Of Disall.),0
20210607,2021,December,Inflows - Current,Miscellaneous Revenues,356
20210607,2021,December,Inflows - Current,Inter-Fund Revenues,27
20210607,2021,December,Inflows - Prior,Taxes,0
20210607,2021,December,Inflows - Prior,Federal Categorical Grants,105
20210607,2021,December,Inflows - Prior,State Categorical Grants,160
20210607,2021,December,Inflows - Prior,Other Categorical Grants,1
20210607,2021,December,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210607,2021,December,Inflows - Prior,Misc. Revenue/IFA,0
20210607,2021,December,Inflows - Capital,Capital Transfers,549
20210607,2021,December,Inflows - Capital,Federal And State,67
20210607,2021,December,Inflows - Other,Senior Colleges,0
20210607,2021,December,Inflows - Other,Holding Acct. & Other Adj.,3
20210607,2021,December,Inflows - Other,Other Sources,482
20210607,2021,December,Outflows - Current,Personal Service,3997
20210607,2021,December,Outflows - Current,Other Than Personal Service,3059
20210607,2021,December,Outflows - Current,Debt Service,-159
20210607,2021,December,Outflows - Prior,Personal Service,84
20210607,2021,December,Outflows - Prior,Other Than Personal Service,196
20210607,2021,December,Outflows - Prior,Taxes,0
20210607,2021,December,Outflows - Prior,Disallowance Reserve,0
20210607,2021,December,Outflows - Capital,City Disbursements,754
20210607,2021,December,Outflows - Capital,Federal and State,77
20210607,2021,December,Outflows - Other,Senior Colleges,240
20210607,2021,December,Outflows - Other,Other Uses,0
20210607,2021,December,Balance,Beginning Balance,2241
20210607,2021,December,Balance,Ending Balance,7724
20210607,2021,January,Inflows - Current,General Property Tax,4819
20210607,2021,January,Inflows - Current,Other Taxes,3561
20210607,2021,January,Inflows - Current,Federal Categorical Grants,304
20210607,2021,January,Inflows - Current,State Categorical Grants,78
20210607,2021,January,Inflows - Current,Other Categorical Grants,28
20210607,2021,January,Inflows - Current,Unrestricted (Net Of Disall.),0
20210607,2021,January,Inflows - Current,Miscellaneous Revenues,308
20210607,2021,January,Inflows - Current,Inter-Fund Revenues,91
20210607,2021,January,Inflows - Prior,Taxes,0
20210607,2021,January,Inflows - Prior,Federal Categorical Grants,215
20210607,2021,January,Inflows - Prior,State Categorical Grants,385
20210607,2021,January,Inflows - Prior,Other Categorical Grants,5
20210607,2021,January,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210607,2021,January,Inflows - Prior,Misc. Revenue/IFA,0
20210607,2021,January,Inflows - Capital,Capital Transfers,756
20210607,2021,January,Inflows - Capital,Federal And State,39
20210607,2021,January,Inflows - Other,Senior Colleges,167
20210607,2021,January,Inflows - Other,Holding Acct. & Other Adj.,1
20210607,2021,January,Inflows - Other,Other Sources,24
20210607,2021,January,Outflows - Current,Personal Service,3762
20210607,2021,January,Outflows - Current,Other Than Personal Service,2229
20210607,2021,January,Outflows - Current,Debt Service,709
20210607,2021,January,Outflows - Prior,Personal Service,9
20210607,2021,January,Outflows - Prior,Other Than Personal Service,514
20210607,2021,January,Outflows - Prior,Taxes,0
20210607,2021,January,Outflows - Prior,Disallowance Reserve,0
20210607,2021,January,Outflows - Capital,City Disbursements,691
20210607,2021,January,Outflows - Capital,Federal and State,85
20210607,2021,January,Outflows - Other,Senior Colleges,180
20210607,2021,January,Outflows - Other,Other Uses,0
20210607,2021,January,Balance,Beginning Balance,7724
20210607,2021,January,Balance,Ending Balance,10326
20210607,2021,February,Inflows - Current,General Property Tax,116
20210607,2021,February,Inflows - Current,Other Taxes,2026
20210607,2021,February,Inflows - Current,Federal Categorical Grants,1001
20210607,2021,February,Inflows - Current,State Categorical Grants,313
20210607,2021,February,Inflows - Current,Other Categorical Grants,43
20210607,2021,February,Inflows - Current,Unrestricted (Net Of Disall.),0
20210607,2021,February,Inflows - Current,Miscellaneous Revenues,214
20210607,2021,February,Inflows - Current,Inter-Fund Revenues,33
20210607,2021,February,Inflows - Prior,Taxes,0
20210607,2021,February,Inflows - Prior,Federal Categorical Grants,45
20210607,2021,February,Inflows - Prior,State Categorical Grants,145
20210607,2021,February,Inflows - Prior,Other Categorical Grants,1
20210607,2021,February,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210607,2021,February,Inflows - Prior,Misc. Revenue/IFA,0
20210607,2021,February,Inflows - Capital,Capital Transfers,758
20210607,2021,February,Inflows - Capital,Federal And State,6
20210607,2021,February,Inflows - Other,Senior Colleges,0
20210607,2021,February,Inflows - Other,Holding Acct. & Other Adj.,0
20210607,2021,February,Inflows - Other,Other Sources,57
20210607,2021,February,Outflows - Current,Personal Service,3697
20210607,2021,February,Outflows - Current,Other Than Personal Service,2413
20210607,2021,February,Outflows - Current,Debt Service,49
20210607,2021,February,Outflows - Prior,Personal Service,21
20210607,2021,February,Outflows - Prior,Other Than Personal Service,699
20210607,2021,February,Outflows - Prior,Taxes,0
20210607,2021,February,Outflows - Prior,Disallowance Reserve,0
20210607,2021,February,Outflows - Capital,City Disbursements,633
20210607,2021,February,Outflows - Capital,Federal and State,98
20210607,2021,February,Outflows - Other,Senior Colleges,180
20210607,2021,February,Outflows - Other,Other Uses,0
20210607,2021,February,Balance,Beginning Balance,10326
20210607,2021,February,Balance,Ending Balance,7294
20210607,2021,March,Inflows - Current,General Property Tax,1312
20210607,2021,March,Inflows - Current,Other Taxes,3561
20210607,2021,March,Inflows - Current,Federal Categorical Grants,657
20210607,2021,March,Inflows - Current,State Categorical Grants,4755
20210607,2021,March,Inflows - Current,Other Categorical Grants,75
20210607,2021,March,Inflows - Current,Unrestricted (Net Of Disall.),0
20210607,2021,March,Inflows - Current,Miscellaneous Revenues,313
20210607,2021,March,Inflows - Current,Inter-Fund Revenues,70
20210607,2021,March,Inflows - Prior,Taxes,0
20210607,2021,March,Inflows - Prior,Federal Categorical Grants,226
20210607,2021,March,Inflows - Prior,State Categorical Grants,461
20210607,2021,March,Inflows - Prior,Other Categorical Grants,1
20210607,2021,March,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210607,2021,March,Inflows - Prior,Misc. Revenue/IFA,0
20210607,2021,March,Inflows - Capital,Capital Transfers,546
20210607,2021,March,Inflows - Capital,Federal And State,113
20210607,2021,March,Inflows - Other,Senior Colleges,955
20210607,2021,March,Inflows - Other,Holding Acct. & Other Adj.,2
20210607,2021,March,Inflows - Other,Other Sources,0
20210607,2021,March,Outflows - Current,Personal Service,3814
20210607,2021,March,Outflows - Current,Other Than Personal Service,2531
20210607,2021,March,Outflows - Current,Debt Service,35
20210607,2021,March,Outflows - Prior,Personal Service,13
20210607,2021,March,Outflows - Prior,Other Than Personal Service,368
20210607,2021,March,Outflows - Prior,Taxes,0
20210607,2021,March,Outflows - Prior,Disallowance Reserve,0
20210607,2021,March,Outflows - Capital,City Disbursements,995
20210607,2021,March,Outflows - Capital,Federal and State,74
20210607,2021,March,Outflows - Other,Senior Colleges,180
20210607,2021,March,Outflows - Other,Other Uses,259
20210607,2021,March,Balance,Beginning Balance,7294
20210607,2021,March,Balance,Ending Balance,12072
20210607,2021,April,Inflows - Current,General Property Tax,702
20210607,2021,April,Inflows - Current,Other Taxes,3470
20210607,2021,April,Inflows - Current,Federal Categorical Grants,-19
20210607,2021,April,Inflows - Current,State Categorical Grants,-152
20210607,2021,April,Inflows - Current,Other Categorical Grants,11
20210607,2021,April,Inflows - Current,Unrestricted (Net Of Disall.),0
20210607,2021,April,Inflows - Current,Miscellaneous Revenues,264
20210607,2021,April,Inflows - Current,Inter-Fund Revenues,87
20210607,2021,April,Inflows - Prior,Taxes,0
20210607,2021,April,Inflows - Prior,Federal Categorical Grants,48
20210607,2021,April,Inflows - Prior,State Categorical Grants,57
20210607,2021,April,Inflows - Prior,Other Categorical Grants,0
20210607,2021,April,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210607,2021,April,Inflows - Prior,Misc. Revenue/IFA,0
20210607,2021,April,Inflows - Capital,Capital Transfers,1004
20210607,2021,April,Inflows - Capital,Federal And State,46
20210607,2021,April,Inflows - Other,Senior Colleges,0
20210607,2021,April,Inflows - Other,Holding Acct. & Other Adj.,0
20210607,2021,April,Inflows - Other,Other Sources,93
20210607,2021,April,Outflows - Current,Personal Service,4321
20210607,2021,April,Outflows - Current,Other Than Personal Service,3192
20210607,2021,April,Outflows - Current,Debt Service,174
20210607,2021,April,Outflows - Prior,Personal Service,4
20210607,2021,April,Outflows - Prior,Other Than Personal Service,281
20210607,2021,April,Outflows - Prior,Taxes,0
20210607,2021,April,Outflows - Prior,Disallowance Reserve,0
20210607,2021,April,Outflows - Capital,City Disbursements,901
20210607,2021,April,Outflows - Capital,Federal and State,61
20210607,2021,April,Outflows - Other,Senior Colleges,241
20210607,2021,April,Outflows - Other,Other Uses,0
20210607,2021,April,Balance,Beginning Balance,12072
20210607,2021,April,Balance,Ending Balance,8508
20210607,2021,May,Inflows - Current,General Property Tax,5
20210607,2021,May,Inflows - Current,Other Taxes,2136
20210607,2021,May,Inflows - Current,Federal Categorical Grants,2767
20210607,2021,May,Inflows - Current,State Categorical Grants,1786
20210607,2021,May,Inflows - Current,Other Categorical Grants,288
20210607,2021,May,Inflows - Current,Unrestricted (Net Of Disall.),0
20210607,2021,May,Inflows - Current,Miscellaneous Revenues,441
20210607,2021,May,Inflows - Current,Inter-Fund Revenues,70
20210607,2021,May,Inflows - Prior,Taxes,0
20210607,2021,May,Inflows - Prior,Federal Categorical Grants,129
20210607,2021,May,Inflows - Prior,State Categorical Grants,106
20210607,2021,May,Inflows - Prior,Other Categorical Grants,-6
20210607,2021,May,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210607,2021,May,Inflows - Prior,Misc. Revenue/IFA,0
20210607,2021,May,Inflows - Capital,Capital Transfers,825
20210607,2021,May,Inflows - Capital,Federal And State,126
20210607,2021,May,Inflows - Other,Senior Colleges,0
20210607,2021,May,Inflows - Other,Holding Acct. & Other Adj.,0
20210607,2021,May,Inflows - Other,Other Sources,1109
20210607,2021,May,Outflows - Current,Personal Service,3634
20210607,2021,May,Outflows - Current,Other Than Personal Service,2849
20210607,2021,May,Outflows - Current,Debt Service,220
20210607,2021,May,Outflows - Prior,Personal Service,30
20210607,2021,May,Outflows - Prior,Other Than Personal Service,180
20210607,2021,May,Outflows - Prior,Taxes,0
20210607,2021,May,Outflows - Prior,Disallowance Reserve,0
20210607,2021,May,Outflows - Capital,City Disbursements,1043
20210607,2021,May,Outflows - Capital,Federal and State,158
20210607,2021,May,Outflows - Other,Senior Colleges,180
20210607,2021,May,Outflows - Other,Other Uses,0
20210607,2021,May,Balance,Beginning Balance,8508
20210607,2021,May,Balance,Ending Balance,9996
20210607,2021,June,Inflows - Current,General Property Tax,5796
20210607,2021,June,Inflows - Current,Other Taxes,3305
20210607,2021,June,Inflows - Current,Federal Categorical Grants,1504
20210607,2021,June,Inflows - Current,State Categorical Grants,938
20210607,2021,June,Inflows - Current,Other Categorical Grants,47
20210607,2021,June,Inflows - Current,Unrestricted (Net Of Disall.),0
20210607,2021,June,Inflows - Current,Miscellaneous Revenues,478
20210607,2021,June,Inflows - Current,Inter-Fund Revenues,46
20210607,2021,June,Inflows - Prior,Taxes,0
20210607,2021,June,Inflows - Prior,Federal Categorical Grants,143
20210607,2021,June,Inflows - Prior,State Categorical Grants,95
20210607,2021,June,Inflows - Prior,Other Categorical Grants,3
20210607,2021,June,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210607,2021,June,Inflows - Prior,Misc. Revenue/IFA,0
20210607,2021,June,Inflows - Capital,Capital Transfers,604
20210607,2021,June,Inflows - Capital,Federal And State,469
20210607,2021,June,Inflows - Other,Senior Colleges,884
20210607,2021,June,Inflows - Other,Holding Acct. & Other Adj.,0
20210607,2021,June,Inflows - Other,Other Sources,0
20210607,2021,June,Outflows - Current,Personal Service,6180
20210607,2021,June,Outflows - Current,Other Than Personal Service,3471
20210607,2021,June,Outflows - Current,Debt Service,3552
20210607,2021,June,Outflows - Prior,Personal Service,37
20210607,2021,June,Outflows - Prior,Other Than Personal Service,309
20210607,2021,June,Outflows - Prior,Taxes,0
20210607,2021,June,Outflows - Prior,Disallowance Reserve,0
20210607,2021,June,Outflows - Capital,City Disbursements,1222
20210607,2021,June,Outflows - Capital,Federal and State,292
20210607,2021,June,Outflows - Other,Senior Colleges,244
20210607,2021,June,Outflows - Other,Other Uses,0
20210607,2021,June,Balance,Beginning Balance,9996
20210607,2021,June,Balance,Ending Balance,9001
20210607,2021,Adjustments,Inflows - Current,General Property Tax,-91
20210607,2021,Adjustments,Inflows - Current,Other Taxes,1016
20210607,2021,Adjustments,Inflows - Current,Federal Categorical Grants,8805
20210607,2021,Adjustments,Inflows - Current,State Categorical Grants,3841
20210607,2021,Adjustments,Inflows - Current,Other Categorical Grants,367
20210607,2021,Adjustments,Inflows - Current,Unrestricted (Net Of Disall.),-14
20210607,2021,Adjustments,Inflows - Current,Miscellaneous Revenues,-6
20210607,2021,Adjustments,Inflows - Current,Inter-Fund Revenues,157
20210607,2021,Adjustments,Inflows - Prior,Taxes,0
20210607,2021,Adjustments,Inflows - Prior,Federal Categorical Grants,3635
20210607,2021,Adjustments,Inflows - Prior,State Categorical Grants,2734
20210607,2021,Adjustments,Inflows - Prior,Other Categorical Grants,311
20210607,2021,Adjustments,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20210607,2021,Adjustments,Inflows - Prior,Misc. Revenue/IFA,-108
20210607,2021,Adjustments,Inflows - Capital,Capital Transfers,912
20210607,2021,Adjustments,Inflows - Capital,Federal And State,-61
20210607,2021,Adjustments,Inflows - Other,Senior Colleges,359
20210607,2021,Adjustments,Inflows - Other,Holding Acct. & Other Adj.,-11
20210607,2021,Adjustments,Inflows - Other,Other Sources,0
20210607,2021,Adjustments,Outflows - Current,Personal Service,3379
20210607,2021,Adjustments,Outflows - Current,Other Than Personal Service,11060
20210607,2021,Adjustments,Outflows - Current,Debt Service,27
20210607,2021,Adjustments,Outflows - Prior,Personal Service,2097
20210607,2021,Adjustments,Outflows - Prior,Other Than Personal Service,5043
20210607,2021,Adjustments,Outflows - Prior,Taxes,0
20210607,2021,Adjustments,Outflows - Prior,Disallowance Reserve,324
20210607,2021,Adjustments,Outflows - Capital,City Disbursements,0
20210607,2021,Adjustments,Outflows - Capital,Federal and State,0
20210607,2021,Adjustments,Outflows - Other,Senior Colleges,277
20210607,2021,Adjustments,Outflows - Other,Other Uses,2605
20210607,2021,Adjustments,Balance,Beginning Balance,0
20210607,2021,Adjustments,Balance,Ending Balance,0
20210812,2021,July,Inflows - Current,General Property Tax,8330
20210812,2021,July,Inflows - Current,Other Taxes,796
20210812,2021,July,Inflows - Current,Federal Categorical Grants,109
20210812,2021,July,Inflows - Current,State Categorical Grants,357
20210812,2021,July,Inflows - Current,Other Categorical Grants,20
20210812,2021,July,Inflows - Current,Unrestricted (Net Of Disall.),0
